human_vaginal	menarche	menarche	date of most recent menstruation	X	timestamp	{timestamp}	1
human_vaginal	sexual_act	sexual activity	current sexual partner and frequency of sex	X	partner sex;frequency	{text}	1
human_vaginal	pregnancy	pregnancy	date due of pregnancy	X	timestamp	{timestamp}	1
human_vaginal	douche	douche	date of most recent douche	X	timestamp	{timestamp}	1
human_vaginal	birth_control	birth control	specification of birth control medication used	X	medication name	{text}	1
human_vaginal	menopause	menopause	date of onset of menopause	X	timestamp	{timestamp}	1
human_vaginal	hrt	HRT	whether subject had hormone replacement theraphy, and if yes start date	X	timestamp	{timestamp}	1
human_vaginal	hysterectomy	hysterectomy	specification of whether hysterectomy was performed	X	hysterectomy status	{boolean}	1
human_vaginal	gynecologic_disord	gynecological disorder	history of gynecological disorders; can include multiple disorders	X	gynecological disorder	{text}	m
human_vaginal	urogenit_disord	urogenital disorder	history of urogenital disorders, can include multiple disorders	X	disorder name	{text}	m
human_vaginal	host_subject_id	host subject id	a unique identifier by which each subject can be referred to, de-identified, e.g. #131	X	unique identifier	{text}	1
human_vaginal	age	age	age of host at the time of sampling; relevant scale depends on species and study, e.g. could be seconds for amoebae or centuries for trees	X	value	{float} {unit}	1
human_vaginal	sex	sex	physical sex of the host	X	enumeration	[male|female|neuter|hermaphrodite|not determined]	1
human_vaginal	disease_stat	disease status	list of diseases with which the host has been diagnosed; can include multiple diagnoses. the value of the field depends on host; for humans the terms should be chosen from DO (Disease Ontology), other hosts are free text. For DO terms, please see http://gemina.svn.sourceforge.net/viewvc/gemina/trunk/Gemina/ontologies/gemina_symptom.obo?view=log	X	disease name or DO	{term}	m
human_vaginal	ihmc_medication_code	IHMC medication code	can include multiple medication codes	X	IHMC code	{integer}	m
human_vaginal	chem_administration	chemical administration	list of chemical compounds administered to the host or site where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v1.72), please see http://bioportal.bioontology.org/visualize/44603	X	CHEBI;timestamp	{term}; {timestamp}	m
human_vaginal	body_site	body site	name of body site where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507	X	FMA	{term}	1
human_vaginal	body_product	body product	substance produced by the body, e.g. stool, mucus, where the sample was obtained from. For Foundational Model of Anatomy Ontology (FMA) (v3.1) terms, please see http://bioportal.bioontology.org/visualize/44507	X	FMA	{term}	1
human_vaginal	tot_mass	total mass	total mass of the host at collection, the unit depends on host	X	measurement value	{float} {unit}	1
human_vaginal	height	height	the height of subject	X	measurement value	{float} {unit}	1
human_vaginal	diet	diet	type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types	X	diet type	{text}	m
human_vaginal	last_meal	last meal	content of last meal and time since feeding; can include multiple values	X	content;time interval	{text};{period}	m
human_vaginal	family_relationship	family relationship	relationships to other hosts in the same study; can include multiple relationships	X	relationship type;arbitrary identifier	{text};{text}	m
human_vaginal	genotype	genotype	observed genotype	X	genotype	{text}	1
human_vaginal	phenotype	phenotype	phenotype of host. For Phenotypic quality Ontology (PATO) (v1.269) terms, please see http://bioportal.bioontology.org/visualize/44601	X	PATO	{term}	1
human_vaginal	host_body_temp	host body temperature	core body temperature of the host when sample was collected	X	measurement value	{float} {unit}	1
human_vaginal	body_mass_index	body-mass index	body mass index, calculated as weight/(height)squared	X	measurement value	{float} {unit}	1
human_vaginal	ihmc_ethnicity	IHMC ethnicity	ethnicity of the subject	X	IHMC code or free text	{integer|text}	1
human_vaginal	occupation	occupation	most frequent job performed by subject	X	IHMC code	{integer}	1
human_vaginal	medic_hist_perform	medical history performed	whether full medical history was collected	X	true or false	{boolean}	1
human_vaginal	pulse	pulse	resting pulse, measured as beats per minute	X	measurement value	{float} {unit}	1
human_vaginal	perturbation	perturbation	type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with time that perturbation occurred; can include multiple perturbation types	X	perturbation type name;time interval	{text};{interval}	m
human_vaginal	samp_salinity	sample salinity	salinity of sample, i.e. measure of total salt concentration	X	measurement value	{float} {unit}	1
human_vaginal	oxy_stat_samp	oxygenation status of sample	oxygenation status of sample	X	enumeration	[aerobic|anaerobic]	1
human_vaginal	temp	temperature	temperature of the sample at time of sampling	X	measurement value	{float} {unit}	1
human_vaginal	organism_count	organism count	total count of any organism per gram or volume of sample,should include name of organism followed by count; can include multiple organism counts	X	organism name;measurement value	{text};{float} {unit}	m
human_vaginal	samp_store_temp	sample storage temperature	temperature at which sample was stored, e.g. -80	X	measurement value	{float} {unit}	1
human_vaginal	samp_store_loc	sample storage location	location at which sample was stored, usually name of a specific freezer/room	X	location name	{text}	1
human_vaginal	samp_store_dur	sample storage duration	duration for which sample was stored	X	time interval	{interval}	1
human_vaginal	misc_param	miscellaneous parameter	any other measurement performed or parameter collected, that is not listed here	X	parameter name;measurement value	{text};{float} {unit}	m
